timestamp,metric_value
2025-01-01 00:02:05,-69.34
2025-01-01 00:02:06,-70.17
2025-01-01 00:02:07,-70.99
2025-01-01 00:02:08,-71.80
2025-01-01 00:02:09,-72.60
2025-01-01 00:02:10,-73.39
2025-01-01 00:02:11,-74.17
2025-01-01 00:02:12,-74.95
2025-01-01 00:02:13,-75.71
2025-01-01 00:02:14,-76.46
2025-01-01 00:02:15,-77.20
2025-01-01 00:02:16,-77.93
2025-01-01 00:02:17,-78.65
2025-01-01 00:02:18,-79.36
2025-01-01 00:02:19,-80.06
2025-01-01 00:02:20,-80.75
2025-01-01 00:02:21,-81.42
2025-01-01 00:02:22,-82.09
2025-01-01 00:02:23,-82.75
2025-01-01 00:02:24,-83.39
2025-01-01 00:02:25,-84.02
2025-01-01 00:02:26,-84.64
2025-01-01 00:02:27,-85.26
2025-01-01 00:02:28,-85.85
2025-01-01 00:02:29,-86.44
2025-01-01 00:02:30,-87.02
2025-01-01 00:02:31,-87.58
2025-01-01 00:02:32,-88.14
2025-01-01 00:02:33,-88.68
2025-01-01 00:02:34,-89.21
2025-01-01 00:02:35,-89.72
2025-01-01 00:02:36,-90.23
2025-01-01 00:02:37,-90.72
2025-01-01 00:02:38,-91.20
2025-01-01 00:02:39,-91.67
2025-01-01 00:02:40,-92.13
2025-01-01 00:02:41,-92.57
2025-01-01 00:02:42,-93.00
2025-01-01 00:02:43,-93.42
2025-01-01 00:02:44,-93.83
2025-01-01 00:02:45,-94.22
2025-01-01 00:02:46,-94.60
2025-01-01 00:02:47,-94.97
2025-01-01 00:02:48,-95.33
2025-01-01 00:02:49,-95.67
2025-01-01 00:02:50,-96.00
2025-01-01 00:02:51,-96.32
2025-01-01 00:02:52,-96.62
2025-01-01 00:02:53,-96.92
2025-01-01 00:02:54,-97.19
2025-01-01 00:02:55,-97.46
2025-01-01 00:02:56,-97.71
2025-01-01 00:02:57,-97.95
2025-01-01 00:02:58,-98.18
2025-01-01 00:02:59,-98.39
2025-01-01 00:03:00,-98.59
2025-01-01 00:03:01,-98.78
2025-01-01 00:03:02,-98.95
2025-01-01 00:03:03,-99.11
2025-01-01 00:03:04,-99.26
2025-01-01 00:03:05,-99.39
2025-01-01 00:03:06,-99.51
2025-01-01 00:03:07,-99.62
2025-01-01 00:03:08,-99.72
2025-01-01 00:03:09,-99.80
2025-01-01 00:03:10,-99.86
2025-01-01 00:03:11,-99.92
2025-01-01 00:03:12,-99.96
2025-01-01 00:03:13,-99.98
2025-01-01 00:03:14,-100.00
2025-01-01 00:03:15,-100.00
2025-01-01 00:03:16,-99.99
2025-01-01 00:03:17,-99.96
2025-01-01 00:03:18,-99.92
2025-01-01 00:03:19,-99.87
2025-01-01 00:03:20,-99.80
2025-01-01 00:03:21,-99.72
2025-01-01 00:03:22,-99.62
2025-01-01 00:03:23,-99.52
2025-01-01 00:03:24,-99.40
2025-01-01 00:03:25,-99.26
2025-01-01 00:03:26,-99.12
2025-01-01 00:03:27,-98.96
2025-01-01 00:03:28,-98.78
2025-01-01 00:03:29,-98.60
2025-01-01 00:03:30,-98.40
2025-01-01 00:03:31,-98.19
2025-01-01 00:03:32,-97.96
2025-01-01 00:03:33,-97.72
2025-01-01 00:03:34,-97.47
2025-01-01 00:03:35,-97.20
2025-01-01 00:03:36,-96.92
2025-01-01 00:03:37,-96.63
2025-01-01 00:03:38,-96.33
2025-01-01 00:03:39,-96.01
2025-01-01 00:03:40,-95.68
2025-01-01 00:03:41,-95.34
2025-01-01 00:03:42,-94.98
2025-01-01 00:03:43,-94.61
2025-01-01 00:03:44,-94.23
2025-01-01 00:03:45,-93.84
2025-01-01 00:03:46,-93.43
2025-01-01 00:03:47,-93.01
2025-01-01 00:03:48,-92.58
2025-01-01 00:03:49,-92.14
2025-01-01 00:03:50,-91.68
2025-01-01 00:03:51,-91.22
2025-01-01 00:03:52,-90.74
2025-01-01 00:03:53,-90.24
2025-01-01 00:03:54,-89.74
2025-01-01 00:03:55,-89.22
2025-01-01 00:03:56,-88.69
2025-01-01 00:03:57,-88.15
2025-01-01 00:03:58,-87.60
2025-01-01 00:03:59,-87.04
2025-01-01 00:04:00,-86.46
2025-01-01 00:04:01,-85.87
2025-01-01 00:04:02,-85.27
2025-01-01 00:04:03,-84.66
2025-01-01 00:04:04,-84.04
2025-01-01 00:04:05,-83.41
2025-01-01 00:04:06,-82.76
2025-01-01 00:04:07,-82.11
2025-01-01 00:04:08,-81.44
2025-01-01 00:04:09,-80.77
2025-01-01 00:04:10,-80.08
2025-01-01 00:04:11,-79.38
2025-01-01 00:04:12,-78.67
2025-01-01 00:04:13,-77.95
2025-01-01 00:04:14,-77.22
2025-01-01 00:04:15,-76.48
2025-01-01 00:04:16,-75.73
2025-01-01 00:04:17,-74.97
2025-01-01 00:04:18,-74.20
2025-01-01 00:04:19,-73.42
2025-01-01 00:04:20,-72.63
2025-01-01 00:04:21,-71.83
2025-01-01 00:04:22,-71.02
2025-01-01 00:04:23,-70.20
2025-01-01 00:04:24,-69.37
2025-01-01 00:04:25,-68.53
2025-01-01 00:04:26,-67.68
2025-01-01 00:04:27,-66.82
2025-01-01 00:04:28,-65.96
2025-01-01 00:04:29,-65.08
2025-01-01 00:04:30,-64.20
2025-01-01 00:04:31,-63.31
2025-01-01 00:04:32,-62.41
2025-01-01 00:04:33,-61.50
2025-01-01 00:04:34,-60.58
2025-01-01 00:04:35,-59.66
2025-01-01 00:04:36,-58.73
2025-01-01 00:04:37,-57.79
2025-01-01 00:04:38,-56.84
2025-01-01 00:04:39,-55.88
2025-01-01 00:04:40,-54.92
2025-01-01 00:04:41,-53.95
2025-01-01 00:04:42,-52.97
2025-01-01 00:04:43,-51.98
2025-01-01 00:04:44,-50.99
2025-01-01 00:04:45,-49.99
2025-01-01 00:04:46,-48.99
2025-01-01 00:04:47,-47.97
2025-01-01 00:04:48,-46.96
2025-01-01 00:04:49,-45.93
2025-01-01 00:04:50,-44.90
2025-01-01 00:04:51,-43.86
2025-01-01 00:04:52,-42.82
2025-01-01 00:04:53,-41.77
2025-01-01 00:04:54,-40.72
2025-01-01 00:04:55,-39.66
2025-01-01 00:04:56,-38.59
2025-01-01 00:04:57,-37.52
2025-01-01 00:04:58,-36.45
2025-01-01 00:04:59,-35.37
2025-01-01 00:05:00,-34.28
2025-01-01 00:05:01,-33.19
2025-01-01 00:05:02,-32.10
2025-01-01 00:05:03,-31.00
2025-01-01 00:05:04,-29.90
2025-01-01 00:05:05,-28.79
2025-01-01 00:05:06,-27.68
2025-01-01 00:05:07,-26.57
2025-01-01 00:05:08,-25.45
2025-01-01 00:05:09,-24.33
2025-01-01 00:05:10,-23.20
2025-01-01 00:05:11,-22.08
2025-01-01 00:05:12,-20.95
2025-01-01 00:05:13,-19.81
2025-01-01 00:05:14,-18.68
2025-01-01 00:05:15,-17.54
2025-01-01 00:05:16,-16.40
2025-01-01 00:05:17,-15.25
2025-01-01 00:05:18,-14.11
2025-01-01 00:05:19,-12.96
2025-01-01 00:05:20,-11.81
2025-01-01 00:05:21,-10.66
2025-01-01 00:05:22,-9.51
2025-01-01 00:05:23,-8.36
2025-01-01 00:05:24,-7.21
2025-01-01 00:05:25,-6.05
2025-01-01 00:05:26,-4.90
2025-01-01 00:05:27,-3.74
2025-01-01 00:05:28,-2.58
2025-01-01 00:05:29,-1.43
2025-01-01 00:05:30,-0.27
2025-01-01 00:05:31,0.89
2025-01-01 00:05:32,2.05
2025-01-01 00:05:33,3.20
2025-01-01 00:05:34,4.36
2025-01-01 00:05:35,5.52
2025-01-01 00:05:36,6.67
2025-01-01 00:05:37,7.83
2025-01-01 00:05:38,8.98
2025-01-01 00:05:39,10.13
2025-01-01 00:05:40,11.28
2025-01-01 00:05:41,12.43
2025-01-01 00:05:42,13.58
2025-01-01 00:05:43,14.72
2025-01-01 00:05:44,15.87
2025-01-01 00:05:45,17.01
2025-01-01 00:05:46,18.15
2025-01-01 00:05:47,19.29
2025-01-01 00:05:48,20.42
2025-01-01 00:05:49,21.55
2025-01-01 00:05:50,22.68
2025-01-01 00:05:51,23.81
2025-01-01 00:05:52,24.93
2025-01-01 00:05:53,26.05
2025-01-01 00:05:54,27.16
2025-01-01 00:05:55,28.28
2025-01-01 00:05:56,29.38
2025-01-01 00:05:57,30.49
2025-01-01 00:05:58,31.59
2025-01-01 00:05:59,32.68
2025-01-01 00:06:00,33.78
2025-01-01 00:06:01,34.86
2025-01-01 00:06:02,35.95
2025-01-01 00:06:03,37.02
2025-01-01 00:06:04,38.10
2025-01-01 00:06:05,39.16
2025-01-01 00:06:06,40.23
2025-01-01 00:06:07,41.28
2025-01-01 00:06:08,42.33
2025-01-01 00:06:09,43.38
2025-01-01 00:06:10,44.42
2025-01-01 00:06:11,45.45
2025-01-01 00:06:12,46.48
2025-01-01 00:06:13,47.50
2025-01-01 00:06:14,48.52
2025-01-01 00:06:15,49.53
2025-01-01 00:06:16,50.53
2025-01-01 00:06:17,51.53
2025-01-01 00:06:18,52.51
2025-01-01 00:06:19,53.50
2025-01-01 00:06:20,54.47
2025-01-01 00:06:21,55.44
2025-01-01 00:06:22,56.40
2025-01-01 00:06:23,57.35
2025-01-01 00:06:24,58.29
2025-01-01 00:06:25,59.23
2025-01-01 00:06:26,60.16
2025-01-01 00:06:27,61.08
2025-01-01 00:06:28,61.99
2025-01-01 00:06:29,62.89
2025-01-01 00:06:30,63.79
2025-01-01 00:06:31,64.68
2025-01-01 00:06:32,65.56
2025-01-01 00:06:33,66.42
2025-01-01 00:06:34,67.29
2025-01-01 00:06:35,68.14
2025-01-01 00:06:36,68.98
2025-01-01 00:06:37,69.81
2025-01-01 00:06:38,70.64
2025-01-01 00:06:39,71.45
2025-01-01 00:06:40,72.26
2025-01-01 00:06:41,73.05
2025-01-01 00:06:42,73.84
2025-01-01 00:06:43,74.61
2025-01-01 00:06:44,75.38
2025-01-01 00:06:45,76.13
2025-01-01 00:06:46,76.88
2025-01-01 00:06:47,77.61
2025-01-01 00:06:48,78.34
2025-01-01 00:06:49,79.05
2025-01-01 00:06:50,79.76
2025-01-01 00:06:51,80.45
2025-01-01 00:06:52,81.13
2025-01-01 00:06:53,81.80
2025-01-01 00:06:54,82.46
2025-01-01 00:06:55,83.11
2025-01-01 00:06:56,83.75
2025-01-01 00:06:57,84.38
2025-01-01 00:06:58,84.99
2025-01-01 00:06:59,85.60
2025-01-01 00:07:00,86.19
2025-01-01 00:07:01,86.77
2025-01-01 00:07:02,87.34
2025-01-01 00:07:03,87.90
2025-01-01 00:07:04,88.44
2025-01-01 00:07:05,88.98
2025-01-01 00:07:06,89.50
2025-01-01 00:07:07,90.01
2025-01-01 00:07:08,90.51
2025-01-01 00:07:09,90.99
2025-01-01 00:07:10,91.47
2025-01-01 00:07:11,91.93
2025-01-01 00:07:12,92.38
2025-01-01 00:07:13,92.82
2025-01-01 00:07:14,93.24
2025-01-01 00:07:15,93.65
2025-01-01 00:07:16,94.05
2025-01-01 00:07:17,94.44
2025-01-01 00:07:18,94.81
2025-01-01 00:07:19,95.18
2025-01-01 00:07:20,95.52
2025-01-01 00:07:21,95.86
2025-01-01 00:07:22,96.18
2025-01-01 00:07:23,96.49
2025-01-01 00:07:24,96.79
2025-01-01 00:07:25,97.08
2025-01-01 00:07:26,97.35
2025-01-01 00:07:27,97.60
2025-01-01 00:07:28,97.85
2025-01-01 00:07:29,98.08
2025-01-01 00:07:30,98.30
2025-01-01 00:07:31,98.51
2025-01-01 00:07:32,98.70
2025-01-01 00:07:33,98.88
2025-01-01 00:07:34,99.05
2025-01-01 00:07:35,99.20
2025-01-01 00:07:36,99.34
2025-01-01 00:07:37,99.46
2025-01-01 00:07:38,99.58
2025-01-01 00:07:39,99.68
2025-01-01 00:07:40,99.76
2025-01-01 00:07:41,99.84
2025-01-01 00:07:42,99.90
2025-01-01 00:07:43,99.94
2025-01-01 00:07:44,99.97
2025-01-01 00:07:45,99.99
2025-01-01 00:07:46,100.00
2025-01-01 00:07:47,99.99
2025-01-01 00:07:48,99.97
2025-01-01 00:07:49,99.94
2025-01-01 00:07:50,99.89
2025-01-01 00:07:51,99.83
2025-01-01 00:07:52,99.75
2025-01-01 00:07:53,99.67
2025-01-01 00:07:54,99.57
2025-01-01 00:07:55,99.45
2025-01-01 00:07:56,99.32
2025-01-01 00:07:57,99.18
2025-01-01 00:07:58,99.03
2025-01-01 00:07:59,98.86
2025-01-01 00:08:00,98.68
2025-01-01 00:08:01,98.49
2025-01-01 00:08:02,98.28
2025-01-01 00:08:03,98.06
2025-01-01 00:08:04,97.83
2025-01-01 00:08:05,97.58
2025-01-01 00:08:06,97.32
2025-01-01 00:08:07,97.05
2025-01-01 00:08:08,96.76
2025-01-01 00:08:09,96.46
2025-01-01 00:08:10,96.15
2025-01-01 00:08:11,95.83
2025-01-01 00:08:12,95.49
2025-01-01 00:08:13,95.14
2025-01-01 00:08:14,94.78
2025-01-01 00:08:15,94.40
2025-01-01 00:08:16,94.01
2025-01-01 00:08:17,93.61
2025-01-01 00:08:18,93.20
2025-01-01 00:08:19,92.77
2025-01-01 00:08:20,92.33
2025-01-01 00:08:21,91.88
2025-01-01 00:08:22,91.42
2025-01-01 00:08:23,90.94
2025-01-01 00:08:24,90.46
2025-01-01 00:08:25,89.96
2025-01-01 00:08:26,89.45
2025-01-01 00:08:27,88.92
2025-01-01 00:08:28,88.39
2025-01-01 00:08:29,87.84
2025-01-01 00:08:30,87.28
2025-01-01 00:08:31,86.71
2025-01-01 00:08:32,86.13
2025-01-01 00:08:33,85.53
2025-01-01 00:08:34,84.93
2025-01-01 00:08:35,84.31
2025-01-01 00:08:36,83.68
2025-01-01 00:08:37,83.05
2025-01-01 00:08:38,82.40
2025-01-01 00:08:39,81.73
2025-01-01 00:08:40,81.06
2025-01-01 00:08:41,80.38
2025-01-01 00:08:42,79.68
2025-01-01 00:08:43,78.98
2025-01-01 00:08:44,78.26
2025-01-01 00:08:45,77.54
2025-01-01 00:08:46,76.80
2025-01-01 00:08:47,76.06
2025-01-01 00:08:48,75.30
2025-01-01 00:08:49,74.53
2025-01-01 00:08:50,73.76
2025-01-01 00:08:51,72.97
2025-01-01 00:08:52,72.17
2025-01-01 00:08:53,71.37
2025-01-01 00:08:54,70.55
2025-01-01 00:08:55,69.73
2025-01-01 00:08:56,68.89
2025-01-01 00:08:57,68.05
2025-01-01 00:08:58,67.20
2025-01-01 00:08:59,66.34
2025-01-01 00:09:00,65.46
2025-01-01 00:09:01,64.59
2025-01-01 00:09:02,63.70
2025-01-01 00:09:03,62.80
2025-01-01 00:09:04,61.90
2025-01-01 00:09:05,60.98
2025-01-01 00:09:06,60.06
2025-01-01 00:09:07,59.13
2025-01-01 00:09:08,58.20
2025-01-01 00:09:09,57.25
2025-01-01 00:09:10,56.30
2025-01-01 00:09:11,55.34
2025-01-01 00:09:12,54.37
2025-01-01 00:09:13,53.39
2025-01-01 00:09:14,52.41
2025-01-01 00:09:15,51.42
2025-01-01 00:09:16,50.43
2025-01-01 00:09:17,49.42
2025-01-01 00:09:18,48.41
2025-01-01 00:09:19,47.40
2025-01-01 00:09:20,46.38
2025-01-01 00:09:21,45.35
2025-01-01 00:09:22,44.31
2025-01-01 00:09:23,43.27
2025-01-01 00:09:24,42.23
2025-01-01 00:09:25,41.17
2025-01-01 00:09:26,40.12
2025-01-01 00:09:27,39.05
2025-01-01 00:09:28,37.99
2025-01-01 00:09:29,36.91
2025-01-01 00:09:30,35.83
2025-01-01 00:09:31,34.75
2025-01-01 00:09:32,33.66
2025-01-01 00:09:33,32.57
2025-01-01 00:09:34,31.48
2025-01-01 00:09:35,30.37
2025-01-01 00:09:36,29.27
2025-01-01 00:09:37,28.16
2025-01-01 00:09:38,27.05
2025-01-01 00:09:39,25.93
2025-01-01 00:09:40,24.81
2025-01-01 00:09:41,23.69
2025-01-01 00:09:42,22.56
2025-01-01 00:09:43,21.44
2025-01-01 00:09:44,20.30
2025-01-01 00:09:45,19.17
2025-01-01 00:09:46,18.03
2025-01-01 00:09:47,16.89
2025-01-01 00:09:48,15.75
2025-01-01 00:09:49,14.61
2025-01-01 00:09:50,13.46
2025-01-01 00:09:51,12.31
2025-01-01 00:09:52,11.16
2025-01-01 00:09:53,10.01
2025-01-01 00:09:54,8.86
2025-01-01 00:09:55,7.71
2025-01-01 00:09:56,6.55
2025-01-01 00:09:57,5.40
2025-01-01 00:09:58,4.24
2025-01-01 00:09:59,3.08
2025-01-01 00:10:00,1.93
2025-01-01 00:10:01,0.77
2025-01-01 00:10:02,-0.39
2025-01-01 00:10:03,-1.54
2025-01-01 00:10:04,-2.70
2025-01-01 00:10:05,-3.86
2025-01-01 00:10:06,-5.02
2025-01-01 00:10:07,-6.17
2025-01-01 00:10:08,-7.33
2025-01-01 00:10:09,-8.48
2025-01-01 00:10:10,-9.63
2025-01-01 00:10:11,-10.78
2025-01-01 00:10:12,-11.93
2025-01-01 00:10:13,-13.08
2025-01-01 00:10:14,-14.23
2025-01-01 00:10:15,-15.37
2025-01-01 00:10:16,-16.52
2025-01-01 00:10:17,-17.66
2025-01-01 00:10:18,-18.79
2025-01-01 00:10:19,-19.93
2025-01-01 00:10:20,-21.06
2025-01-01 00:10:21,-22.19
2025-01-01 00:10:22,-23.32
2025-01-01 00:10:23,-24.44
2025-01-01 00:10:24,-25.56
2025-01-01 00:10:25,-26.68
2025-01-01 00:10:26,-27.79
2025-01-01 00:10:27,-28.90
2025-01-01 00:10:28,-30.01
2025-01-01 00:10:29,-31.11
2025-01-01 00:10:30,-32.21
2025-01-01 00:10:31,-33.30
2025-01-01 00:10:32,-34.39
2025-01-01 00:10:33,-35.48
2025-01-01 00:10:34,-36.56
2025-01-01 00:10:35,-37.63
2025-01-01 00:10:36,-38.70
2025-01-01 00:10:37,-39.77
2025-01-01 00:10:38,-40.83
2025-01-01 00:10:39,-41.88
2025-01-01 00:10:40,-42.93
2025-01-01 00:10:41,-43.97
2025-01-01 00:10:42,-45.01
2025-01-01 00:10:43,-46.04
2025-01-01 00:10:44,-47.06
2025-01-01 00:10:45,-48.08
2025-01-01 00:10:46,-49.09
2025-01-01 00:10:47,-50.10
2025-01-01 00:10:48,-51.09
2025-01-01 00:10:49,-52.09
2025-01-01 00:10:50,-53.07
2025-01-01 00:10:51,-54.05
2025-01-01 00:10:52,-55.02
2025-01-01 00:10:53,-55.98
2025-01-01 00:10:54,-56.94
2025-01-01 00:10:55,-57.88
2025-01-01 00:10:56,-58.82
2025-01-01 00:10:57,-59.76
2025-01-01 00:10:58,-60.68
2025-01-01 00:10:59,-61.60
2025-01-01 00:11:00,-62.50
2025-01-01 00:11:01,-63.40
2025-01-01 00:11:02,-64.29
2025-01-01 00:11:03,-65.18
2025-01-01 00:11:04,-66.05
2025-01-01 00:11:05,-66.91
2025-01-01 00:11:06,-67.77
2025-01-01 00:11:07,-68.62
2025-01-01 00:11:08,-69.45
2025-01-01 00:11:09,-70.28
2025-01-01 00:11:10,-71.10
2025-01-01 00:11:11,-71.91
2025-01-01 00:11:12,-72.71
2025-01-01 00:11:13,-73.50
2025-01-01 00:11:14,-74.28
2025-01-01 00:11:15,-75.05
2025-01-01 00:11:16,-75.81
2025-01-01 00:11:17,-76.56
2025-01-01 00:11:18,-77.30
2025-01-01 00:11:19,-78.03
2025-01-01 00:11:20,-78.74
2025-01-01 00:11:21,-79.45
2025-01-01 00:11:22,-80.15
2025-01-01 00:11:23,-80.84
2025-01-01 00:11:24,-81.51
2025-01-01 00:11:25,-82.18
2025-01-01 00:11:26,-82.83
2025-01-01 00:11:27,-83.47
2025-01-01 00:11:28,-84.11
2025-01-01 00:11:29,-84.73
2025-01-01 00:11:30,-85.34
2025-01-01 00:11:31,-85.93
2025-01-01 00:11:32,-86.52
2025-01-01 00:11:33,-87.09
2025-01-01 00:11:34,-87.66
2025-01-01 00:11:35,-88.21
2025-01-01 00:11:36,-88.75
2025-01-01 00:11:37,-89.28
2025-01-01 00:11:38,-89.79
2025-01-01 00:11:39,-90.29
2025-01-01 00:11:40,-90.79
2025-01-01 00:11:41,-91.26
2025-01-01 00:11:42,-91.73
2025-01-01 00:11:43,-92.19
2025-01-01 00:11:44,-92.63
2025-01-01 00:11:45,-93.06
2025-01-01 00:11:46,-93.48
2025-01-01 00:11:47,-93.88
2025-01-01 00:11:48,-94.27
2025-01-01 00:11:49,-94.65
2025-01-01 00:11:50,-95.02
2025-01-01 00:11:51,-95.37
2025-01-01 00:11:52,-95.72
2025-01-01 00:11:53,-96.04
2025-01-01 00:11:54,-96.36
2025-01-01 00:11:55,-96.66
2025-01-01 00:11:56,-96.95
2025-01-01 00:11:57,-97.23
2025-01-01 00:11:58,-97.49
2025-01-01 00:11:59,-97.75
2025-01-01 00:12:00,-97.98
2025-01-01 00:12:01,-98.21
2025-01-01 00:12:02,-98.42
2025-01-01 00:12:03,-98.62
2025-01-01 00:12:04,-98.80
2025-01-01 00:12:05,-98.97
2025-01-01 00:12:06,-99.13
2025-01-01 00:12:07,-99.28
2025-01-01 00:12:08,-99.41
2025-01-01 00:12:09,-99.53
2025-01-01 00:12:10,-99.64
2025-01-01 00:12:11,-99.73
2025-01-01 00:12:12,-99.81
2025-01-01 00:12:13,-99.87
2025-01-01 00:12:14,-99.92
2025-01-01 00:12:15,-99.96
2025-01-01 00:12:16,-99.99
2025-01-01 00:12:17,-100.00
2025-01-01 00:12:18,-100.00
2025-01-01 00:12:19,-99.98
2025-01-01 00:12:20,-99.95
2025-01-01 00:12:21,-99.91
2025-01-01 00:12:22,-99.86
2025-01-01 00:12:23,-99.79
2025-01-01 00:12:24,-99.71
2025-01-01 00:12:25,-99.61
2025-01-01 00:12:26,-99.50
2025-01-01 00:12:27,-99.38
2025-01-01 00:12:28,-99.25
2025-01-01 00:12:29,-99.10
2025-01-01 00:12:30,-98.94
2025-01-01 00:12:31,-98.76
2025-01-01 00:12:32,-98.57
2025-01-01 00:12:33,-98.37
2025-01-01 00:12:34,-98.16
2025-01-01 00:12:35,-97.93
2025-01-01 00:12:36,-97.69
2025-01-01 00:12:37,-97.43
2025-01-01 00:12:38,-97.17
2025-01-01 00:12:39,-96.89
2025-01-01 00:12:40,-96.59
2025-01-01 00:12:41,-96.29
2025-01-01 00:12:42,-95.97
2025-01-01 00:12:43,-95.64
2025-01-01 00:12:44,-95.29
2025-01-01 00:12:45,-94.93
2025-01-01 00:12:46,-94.56
2025-01-01 00:12:47,-94.18
2025-01-01 00:12:48,-93.79
2025-01-01 00:12:49,-93.38
2025-01-01 00:12:50,-92.96
2025-01-01 00:12:51,-92.53
2025-01-01 00:12:52,-92.08
2025-01-01 00:12:53,-91.62
2025-01-01 00:12:54,-91.15
2025-01-01 00:12:55,-90.67
2025-01-01 00:12:56,-90.18
2025-01-01 00:12:57,-89.67
2025-01-01 00:12:58,-89.15
2025-01-01 00:12:59,-88.62
2025-01-01 00:13:00,-88.08
2025-01-01 00:13:01,-87.53
2025-01-01 00:13:02,-86.96
2025-01-01 00:13:03,-86.38
2025-01-01 00:13:04,-85.79
2025-01-01 00:13:05,-85.19
2025-01-01 00:13:06,-84.58
2025-01-01 00:13:07,-83.96
2025-01-01 00:13:08,-83.32
2025-01-01 00:13:09,-82.68
2025-01-01 00:13:10,-82.02
2025-01-01 00:13:11,-81.35
2025-01-01 00:13:12,-80.68
2025-01-01 00:13:13,-79.99
2025-01-01 00:13:14,-79.29
